Year,Month,Region,Customer_Type,Energy_kWh,Peak_Load_kW,Cost_EUR,CO2_kg,Renewable_Share_%,Grid_Loss_%,Outages_Count,Customers_Count
2020,1,Innenstadt,Haushalte,5745.071229516849,463.61265989625736,1814.2093719123566,1507.54952689304,29.35967122017216,2.406585285177396,1,180
2020,1,Innenstadt,Gewerbe,4792.603548243223,589.9673094926812,1798.1157244451304,2554.347731252268,32.74034664069657,3.272774770449704,0,509
2020,1,Innenstadt,Industrie,5033.332739917974,484.01312394273725,1144.9146124592464,2967.160761447807,33.966280425818255,2.634245041729746,0,1317
2020,1,Innenstadt,Öffentliche Einrichtungen,4358.310629594982,377.196363088029,991.2195909119584,1930.8098003180955,30.23144742123749,2.4553611508969566,2,826
2020,1,Neustadt,Haushalte,6168.788951772507,529.0565661324877,2179.502139980531,1661.5377740291467,43.46363645439445,3.2756526145164364,0,1071
2020,1,Neustadt,Gewerbe,3348.35336547525,301.09986317187594,1029.5304130091927,917.2538884078474,78.17507766587352,7.425929763527802,1,319
2020,1,Neustadt,Industrie,3639.220129778908,318.5964481407315,1103.8973122896764,2127.0106576327794,70.67203092068908,7.231240770961666,0,841
2020,1,Neustadt,Öffentliche Einrichtungen,6782.938589645917,668.8945553377587,1797.1363340295882,2829.017399890693,28.45545349848576,7.615378865278277,0,570
2020,1,Südstadt,Haushalte,3984.616999541062,496.0228029323054,1396.5039751456209,1923.5457153264751,63.74043008245924,7.39889242680162,0,280
2020,1,Südstadt,Gewerbe,5917.514433261302,497.0002303971128,2168.1391090586703,3195.5491078122795,46.9670404482922,2.667870815432879,0,854
2020,1,Südstadt,Industrie,6218.7887335912965,466.7612170611181,1837.9902984190112,1541.2502864156422,62.7946872333797,7.325495340318282,0,816
2020,1,Südstadt,Öffentliche Einrichtungen,7034.360042856235,737.6318855466304,1593.0671176905144,3406.4954626298277,26.65344924870988,5.075355513060391,0,913
2020,1,Silberhöhe,Haushalte,2871.874312112896,259.86463589813013,1048.8390435453532,860.7492420633854,44.62297538213778,7.288857969801341,0,1233
2020,1,Silberhöhe,Gewerbe,6563.737426009131,566.1716784882803,2173.683972605202,3624.4113681385575,57.4612428880276,4.069435800863998,0,845
2020,1,Silberhöhe,Industrie,4205.359694349442,314.881934032023,1288.0796328548204,2199.3024525203714,73.7654779954096,4.226024324803047,0,1450
2020,1,Silberhöhe,Öffentliche Einrichtungen,5769.901149670034,485.43099766475507,1269.858656739173,1967.6952097341552,38.286875489481744,3.152590972000592,0,367
2020,1,Heide-Nord,Haushalte,4406.72532262956,439.5433003208419,1634.3026220480133,1451.051682479505,51.12743730460197,6.921132712266245,0,491
2020,1,Heide-Nord,Gewerbe,4566.294715295087,331.4990595541075,1188.5387840580752,1821.4922329169287,38.052698589006184,3.993883460642273,0,162
2020,1,Heide-Nord,Industrie,4903.432923798549,598.1033011352506,1349.4806382165277,2224.88629230553,60.84232709328601,5.716542083219955,0,1489
2020,1,Heide-Nord,Öffentliche Einrichtungen,5517.353502567093,477.4374697066068,1285.1931918825214,1919.276423669388,34.52959629664555,7.621978294659272,0,247
2020,1,Trotha,Haushalte,6827.075656634765,533.779350414011,1666.5902565291146,2753.2197302942036,61.748768407452914,8.008511633696038,0,452
2020,1,Trotha,Gewerbe,4415.812963544777,359.9779873820529,1543.4156861473411,1499.020107360938,25.770593065485244,8.583662851427228,0,600
2020,1,Trotha,Industrie,3825.120061495644,282.33498709755406,1378.474951346195,1159.6870902463618,59.59904276205074,7.720555401408511,0,930
2020,1,Trotha,Öffentliche Einrichtungen,4516.907725691487,477.92332706699665,1061.0055574418434,2524.4378606229075,74.02508342979982,6.4317102009128755,0,1172
2020,1,Kröllwitz,Haushalte,6224.229084322056,473.75968832274,1772.1705984994248,3455.1196044241833,71.05570692605076,8.549444959546634,0,153
2020,1,Kröllwitz,Gewerbe,5707.560937290468,490.4003498837543,1264.062243411154,1373.1741931815977,59.81010614648335,2.0354310869235306,0,387
2020,1,Kröllwitz,Industrie,680.8146597914365,48.74540708853359,168.94282372215594,141.08532097049024,49.63362291100608,3.2517589645493015,0,1465
2020,1,Kröllwitz,Öffentliche Einrichtungen,3795.2335024810286,289.8155655604624,1234.2784874293002,1621.792240946999,25.620486069685548,4.5740106214160345,0,799
2020,1,Giebichenstein,Haushalte,5473.836360728474,501.2462763177138,1997.817837860394,2045.8887412763183,41.00470446168054,6.515723534213954,0,502
2020,1,Giebichenstein,Gewerbe,5088.921926079794,542.4647033251225,1526.019805537458,2182.1382696820892,66.11324085837853,2.3052264022810363,1,1119
2020,1,Giebichenstein,Industrie,4664.805822011223,576.4186166135806,1719.125414512919,1731.9195275876546,77.99928914262017,8.74533983962477,0,240
2020,1,Giebichenstein,Öffentliche Einrichtungen,6071.0007411381375,617.3366193241121,1521.0635249072216,1866.1645702904666,49.11679245657894,4.608808069658345,0,615
2020,1,Frohe Zukunft,Haushalte,5945.112407901512,692.6565964174104,1892.9306648420657,3543.4150530785096,28.405040914191442,5.628307566546157,1,1466
2020,1,Frohe Zukunft,Gewerbe,7644.406208454842,625.8261131718174,2121.4647879830854,2426.6153685098484,68.56166932871082,7.670793762754265,1,952
2020,1,Frohe Zukunft,Industrie,7156.03449250029,601.3583727456326,2378.0554581498786,3709.094815045506,73.40032050905398,4.365966097960751,0,883
2020,1,Frohe Zukunft,Öffentliche Einrichtungen,5010.959559110948,471.3604311375275,1641.2104288651874,1659.9358101942953,29.30249700366465,8.872886218173718,0,619
2020,1,Dölau,Haushalte,4292.10220131585,489.83386834486544,1302.9059156660617,2180.376849964594,32.949261649810595,6.360233330733002,0,926
2020,1,Dölau,Gewerbe,6633.42589545105,723.676971229682,1895.9434003588922,3182.7501443251363,28.30118554506808,2.9292179557007887,1,706
2020,1,Dölau,Industrie,3038.1285504959374,243.7472870510158,790.3317259610036,831.6374696207697,24.85237799703186,4.998201324580754,0,1131
2020,1,Dölau,Öffentliche Einrichtungen,2014.1006756339543,149.2890461432916,585.6528566026066,596.0024879617539,25.632397404877505,3.280061979751151,1,1262
2020,2,Innenstadt,Haushalte,5565.944398190613,476.9314177139074,1598.1830663139972,1664.7316449469968,41.35836071907569,7.304922773250584,0,1293
2020,2,Innenstadt,Gewerbe,7477.026479719235,903.4572448038997,1693.670678886422,4053.9258715464002,62.219471562801424,5.319216803611276,0,481
2020,2,Innenstadt,Industrie,4176.120638953547,387.1064183115317,1352.9118664471077,915.5040738807642,76.94874389548315,8.206762711086332,0,811
2020,2,Innenstadt,Öffentliche Einrichtungen,6645.194381662106,488.5950370560766,1994.6639514188337,2762.7460722137566,61.03782616388847,6.310958150729396,2,209
2020,2,Neustadt,Haushalte,5170.276017876872,500.5582562047978,1669.61714767615,1981.7727755077924,52.7370073589561,8.590253661435677,0,1490
2020,2,Neustadt,Gewerbe,5993.19601178157,503.25316932123235,1516.695103601695,1855.4002966139944,32.87534718250245,4.640813582595831,0,803
2020,2,Neustadt,Industrie,4270.350850921459,430.7457972375139,1516.7434277020718,893.8219024131213,68.86810895533614,3.9729834234137993,0,1148
2020,2,Neustadt,Öffentliche Einrichtungen,5311.39739192858,400.41195843492153,1793.188134215036,2769.3220856298894,36.922074354278394,3.24207680645806,0,241
2020,2,Südstadt,Haushalte,7416.230464088753,846.0088291488216,1928.2394392514893,3205.425368853439,72.02699643258333,5.933066845006415,0,328
2020,2,Südstadt,Gewerbe,5791.940640539711,462.3470666796499,1369.7929132260206,3249.4012722817934,50.315142346871426,7.785202262754192,0,748
2020,2,Südstadt,Industrie,5588.0628345988935,463.3313295915286,1660.7910053099029,2219.6359087990973,24.997064671715577,2.6419290308093677,0,997
2020,2,Südstadt,Öffentliche Einrichtungen,4813.212128609473,399.9308551459442,1638.32078194949,2486.6575673276316,67.37708856767324,2.638442721340833,0,984
2020,2,Silberhöhe,Haushalte,5486.777474561833,448.4497303544288,2057.4554711056535,2607.3825195727477,70.21783245424243,8.068080937175889,0,1247
2020,2,Silberhöhe,Gewerbe,7512.93987450233,615.5213727660393,1740.3130270948673,3972.4220591818125,62.374533629389774,2.5694414644932984,0,388
2020,2,Silberhöhe,Industrie,6591.038694770452,496.2324492511959,1699.6287160555507,3711.2654755712406,55.51332432927706,4.451527726902195,0,494
2020,2,Silberhöhe,Öffentliche Einrichtungen,5356.22787743291,521.6465444927903,1782.6249375132932,1604.1348753867564,39.81515174114591,5.041162911417899,0,803
2020,2,Heide-Nord,Haushalte,3976.486098319769,456.39025771951066,949.6015794698462,1827.9275161641553,64.7626927559254,6.083581355680117,1,1442
2020,2,Heide-Nord,Gewerbe,4927.70677169628,579.9111454770597,1500.6799737217004,1845.5953671957975,68.12655494160404,8.845304681279895,0,864
2020,2,Heide-Nord,Industrie,5104.478996778319,365.70828506113685,1183.2562616474277,2151.7508241565547,78.15815213714595,5.661684909191042,0,1216
2020,2,Heide-Nord,Öffentliche Einrichtungen,6475.256459537697,603.6270842455001,2074.7323429861985,2808.485300979691,74.06948062945935,2.318124662390205,0,785
2020,2,Trotha,Haushalte,4785.0751119243805,553.7937568728483,1309.7019041636636,1281.7874564346328,58.81090170012343,4.7178786879291055,0,589
2020,2,Trotha,Gewerbe,4099.092978125623,484.1596417757987,1540.8620414318689,2436.846410684478,61.88970284118471,5.752674564408842,0,510
2020,2,Trotha,Industrie,3652.377992977463,271.23841490808616,1284.1978663681523,2118.0869190112226,63.543170503301596,6.293906371550529,0,873
2020,2,Trotha,Öffentliche Einrichtungen,5737.8787572597585,432.72188598638985,1768.7244204583826,1525.8953536305937,44.67530699512214,7.443215986146579,0,1312
2020,2,Kröllwitz,Haushalte,5443.216286634775,529.2205767193108,2042.220198551812,2922.177432405206,70.29972228266827,5.280852118564792,0,434
2020,2,Kröllwitz,Gewerbe,3353.981197150012,414.992329247047,778.3163228061309,1598.795072190997,52.06077650176778,7.2493752462898025,1,726
2020,2,Kröllwitz,Industrie,4033.5872297480782,426.9923664201787,1019.7201055179241,1212.403451162213,36.483907821554524,3.450593543056395,1,83
2020,2,Kröllwitz,Öffentliche Einrichtungen,7033.955577962288,693.0704500986134,1675.2716766033109,3296.31752565243,51.2184620542276,7.406228742149475,0,317
2020,2,Giebichenstein,Haushalte,4155.112082809455,394.851973690994,1435.7861917400191,1893.6696564199406,68.30268005116172,8.322057410736384,0,787
2020,2,Giebichenstein,Gewerbe,8808.886686816339,871.862679529043,2769.397960387797,3143.8706761080757,46.248495321423746,8.32911086145624,0,215
